id;name;parent_id;
15455;YVES SAINT LAURENT;14500
15456;L'ORÉAL PARIS;14500
15457;PAYOT;14500
15458;NUXE;18034
15459;ALQVIMIA;14500
15460;RODIAL;14500
15461;VICHY;14500
15462;BEAUTÉ MEDITERRANEA;18034
15463;SEANERGY;18034
15464;ANNE MÖLLER;14500
15465;EVE LOM;14500
15466;BELLA AURORA;18034
15467;NEUTROGENA;14500
15468;ORLANE;14500
15469;COMODYNES;18034
15470;NATURA CANARIA;18034
15471;EVELINE;18034
15472;OLAY;18034
15473;CHEN YU;18034
15474;VELDS;18034
15475;BIODERMA;18034
15476;ANUBIS;14500
15477;COULEUR CARAMEL;18034
15478;SUISKIN;14500
15479;THALGO;14500
15481;NIVEA;18034
15482;BABARIA;18034
15483;BETER;18034
15484;DIADERMINE;18034
15485;STENDHAL;14500
15486;BELLA VITA;18034
15487;SKEYNDOR;14500
15488;LA ROCHE POSAY;14500
15489;HAMMAME;18034
